(0, 9, 8)	hit	0.4497911873561158
(0, 9, 8)	stand	-0.4651628267402512
(0, 14, 9)	hit	-0.5229341181909553
(0, 14, 9)	stand	-0.9703408799609874
(0, 15, 4)	hit	-0.03262786287459811
(0, 15, 4)	stand	0.9999999999999996
(0, 20, 4)	hit	0.0011911708477105965
(0, 20, 4)	stand	0.9999999999999996
(0, 14, 10)	hit	-0.006004672171678868
(0, 14, 10)	stand	-0.9699466085661813
(0, 13, 10)	hit	-0.19470310709584773
(0, 13, 10)	stand	-0.9621978594788284
(0, 13, 11)	hit	-0.4510671380534865
(0, 13, 11)	stand	-0.9683294141988924
(0, 7, 4)	hit	0.9858111219460333
(0, 7, 4)	stand	0.002256749642489241
(0, 16, 4)	hit	0.005045551044207127
(0, 16, 4)	stand	0.9999999999999996
(0, 8, 7)	hit	0.4941579689109349
(0, 8, 7)	stand	-0.3422348264825263
(0, 13, 7)	hit	0.17521354686267843
(0, 13, 7)	stand	-0.8965231166473003
(0, 18, 8)	hit	-0.09580135149433835
(0, 18, 8)	stand	0.9416473436750374
(0, 5, 10)	hit	-0.4846094539620595
(0, 5, 10)	stand	-0.8895202305900873
(0, 10, 2)	hit	0.8687799999999997
(0, 10, 2)	stand	-0.09272911754385761
(0, 12, 9)	hit	-0.01887986631150125
(0, 12, 9)	stand	-0.881873906374664
(0, 16, 9)	hit	-0.8489193340791251
(0, 16, 9)	stand	-0.45737066765644163
(0, 19, 9)	hit	0.0007684802912321397
(0, 19, 9)	stand	0.9682607293350795
(0, 16, 10)	hit	-0.6127831882900864
(0, 16, 10)	stand	-0.9745585306257232
(0, 20, 10)	hit	0.0029370366735782393
(0, 20, 10)	stand	0.8873027317608264
(0, 19, 10)	hit	-0.813709128879378
(0, 19, 10)	stand	0.08479121598319572
(1, 21, 10)	hit	-0.09908577686923686
(1, 21, 10)	stand	0.9999999999999996
(0, 12, 8)	hit	-0.2835332827787538
(0, 12, 8)	stand	-0.8405693997859599
(0, 16, 8)	hit	-0.7682522656815419
(0, 16, 8)	stand	-0.01827504155976016
(0, 13, 3)	hit	0.007046319177855998
(0, 13, 3)	stand	0.8004450585164076
(0, 15, 10)	hit	-0.3806595277046444
(0, 15, 10)	stand	-0.975677377931097
(0, 17, 4)	hit	-0.09309207192615165
(0, 17, 4)	stand	0.9999999999999996
(0, 20, 3)	hit	-0.09729134636314514
(0, 20, 3)	stand	0.9999999999999996
(1, 21, 3)	hit	-0.09619128574943285
(1, 21, 3)	stand	0.9999999999999996
(1, 16, 9)	hit	-0.843062391875578
(1, 16, 9)	stand	0.2001995683244455
(0, 15, 6)	hit	-0.7144295710790501
(0, 15, 6)	stand	0.04783934359509949
(0, 19, 2)	hit	0.007444678238812603
(0, 19, 2)	stand	0.9999999999999996
(0, 20, 2)	hit	-0.09136166647087575
(0, 20, 2)	stand	0.9999999999999996
(0, 19, 4)	hit	-0.09299248599139669
(0, 19, 4)	stand	0.9999999999999996
(0, 16, 11)	hit	-0.9247242643164929
(0, 16, 11)	stand	-0.19327209625395728
(0, 9, 5)	hit	0.8155576279901154
(0, 9, 5)	stand	-0.09532204624066284
(0, 13, 2)	hit	-0.0019482296466043492
(0, 13, 2)	stand	0.9999999999999996
(0, 17, 2)	hit	-0.0019875281674786444
(0, 17, 2)	stand	0.9999999999999996
(0, 15, 3)	hit	-0.09648290634623548
(0, 15, 3)	stand	0.9999999999999996
(1, 13, 4)	hit	-0.6209523069826031
(1, 13, 4)	stand	0.058604128828740915
(2, 14, 4)	hit	0.004797971862707155
(2, 14, 4)	stand	0.7410569283714696
(1, 17, 10)	hit	-0.8540807684910254
(1, 17, 10)	stand	-0.48888028771933834
(0, 12, 5)	hit	0.2564911030600661
(0, 12, 5)	stand	-0.6432962791429621
(0, 17, 3)	hit	0.003389533898841016
(0, 17, 3)	stand	0.9999999999999996
(0, 11, 6)	hit	0.6721371388967516
(0, 11, 6)	stand	-0.09862397926521554
(0, 17, 6)	hit	-0.09515770103656587
(0, 17, 6)	stand	0.9999999999999996
(0, 17, 10)	hit	-0.9002068049495442
(0, 17, 10)	stand	-0.2676532608958526
(0, 18, 2)	hit	-0.09370752297497237
(0, 18, 2)	stand	0.9999999999999996
(1, 21, 4)	hit	-0.09121571057687353
(1, 21, 4)	stand	0.9999999999999996
(1, 18, 10)	hit	-0.7148303858541462
(1, 18, 10)	stand	-0.00340874483981031
(1, 15, 2)	hit	-0.09354535063963164
(1, 15, 2)	stand	0.9999999999999996
(0, 9, 10)	hit	0.016974992330309344
(0, 9, 10)	stand	-0.832271459494561
(0, 7, 10)	hit	-0.22731876757449918
(0, 7, 10)	stand	-0.9109922445275255
(1, 21, 9)	hit	-0.09531209236596105
(1, 21, 9)	stand	0.9999999999999996
(1, 21, 8)	hit	0.00470913099445136
(1, 21, 8)	stand	0.9999999999999996
(0, 15, 9)	hit	-0.35503617512003494
(0, 15, 9)	stand	-0.9452224188348586
(0, 10, 8)	hit	0.2645774194700663
(0, 10, 8)	stand	-0.40025823663177357
(0, 7, 2)	hit	0.9999999999892201
(0, 7, 2)	stand	-0.10573622800293957
(1, 20, 10)	hit	-0.09475675907443164
(1, 20, 10)	stand	0.9421903270673363
(0, 11, 10)	hit	0.3616738997550789
(0, 11, 10)	stand	-0.7711462518049066
(0, 21, 10)	hit	0.00798327282223344
(0, 21, 10)	stand	0.9999999999999996
(0, 12, 10)	hit	-0.13695439298361567
(0, 12, 10)	stand	-0.9156239610561712
(0, 20, 9)	hit	-0.09376471505104053
(0, 20, 9)	stand	0.9999999999999996
(0, 15, 7)	hit	-0.781875748629175
(0, 15, 7)	stand	-0.07979324578071395
(0, 8, 2)	hit	0.999999999991795
(0, 8, 2)	stand	-0.002428065937096796
(1, 17, 7)	hit	-0.09246799683325814
(1, 17, 7)	stand	0.9328858622481072
(1, 21, 5)	hit	0.000153622676998173
(1, 21, 5)	stand	0.9999999999999996
(0, 16, 5)	hit	0.003824600305194571
(0, 16, 5)	stand	0.9999999999999996
(0, 12, 3)	hit	-0.6459242034619213
(0, 12, 3)	stand	-0.024010100179721272
(0, 10, 5)	hit	0.8211228104674856
(0, 10, 5)	stand	0.006022584163486527
(0, 18, 5)	hit	0.005427699181239518
(0, 18, 5)	stand	0.9999999999999996
(1, 21, 7)	hit	-0.09309321288168118
(1, 21, 7)	stand	0.9999999999999996
(0, 10, 9)	hit	0.39537126843402853
(0, 10, 9)	stand	-0.5213112188701365
(1, 13, 10)	hit	-0.3644456571296235
(1, 13, 10)	stand	-0.9450324460036252
(0, 8, 5)	hit	0.4975690855022826
(0, 8, 5)	stand	-0.18789585579529156
(0, 14, 4)	hit	-0.09321698628165766
(0, 14, 4)	stand	0.8113000292467774
(0, 14, 11)	hit	-0.16716361288325082
(0, 14, 11)	stand	-0.9915529437162868
(0, 11, 4)	hit	0.7047297948105143
(0, 11, 4)	stand	-0.006361940457130566
(0, 12, 4)	hit	0.18252844962776776
(0, 12, 4)	stand	-0.6803776637367468
(0, 5, 3)	hit	0.9780774301940433
(0, 5, 3)	stand	-0.1845267344469916
(0, 11, 9)	hit	0.19884007421567212
(0, 11, 9)	stand	-0.5190541871238055
